Column 1;Column 2;Summary;Score;Column 5;CPU;Column 7;Column 8;Motherboard;OS;Column 11;Column 12;GPU;GPU Vendor;Column 15
42;arestavo;Intel Core i9-10940XEVGA GeForce RTX 3090  (GA102);13405;Created:28 September 2020 (22:01);CPU Name:Intel Core i9-10940X;Physical / Logical CPUs: 14 / 28;CPU Clock (max):3301 MHz;Motherboard:EVGA X299 FTW K;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10501 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:32 / 63 C° FPS min/avg/max: 78.62 / 100.27 / 134.75 Detailed score info
43;Entropy;AMD Ryzen 9 3950X 16-Core ProcessorNVIDIA GeForce RTX 3090  (GA102);13403;Created:22 November 2020 (22:38);CPU Name:AMD Ryzen 9 3950X 16-Core Processor;Physical / Logical CPUs: 16 / 32;CPU Clock (max):3500 MHz;Motherboard:Gigabyte X570 AORUS MASTER;OS:Windows 10  (build 20262);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):10925 MHzGPU Core clock (max):2085 MHzGPU Temp min/max:27 / 60 C° FPS min/avg/max: 77.07 / 100.25 / 117.63 Detailed score info
44;Singularity;Intel Core i9-9900KNVIDIA GeForce RTX 3090  (GA102);13388;Created:20 October 2020 (06:09);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:MSI MPG Z390 GAMING PRO CARBON AC (MS-7B17);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:41 / 61 C° FPS min/avg/max: 77.95 / 100.14 / 131.48 Detailed score info
45;falkentyne;Intel Core i9-10900KNVIDIA GeForce RTX 3090  (GA102);13377;Created:28 October 2020 (19:12);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS XII EXTREME;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.98;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):10351 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:42 / 61 C° FPS min/avg/max: 77.77 / 100.06 / 133.28 Detailed score info
46;GLITCH;AMD Ryzen 9 3900XT 12-Core ProcessorGigabyte GeForce RTX 3090  (GA102);13303;Created:09 November 2020 (01:48);CPU Name:AMD Ryzen 9 3900XT 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:Gigabyte;GPU Memory:24576 MBGPU Memory clock (max):10105 MHzGPU Core clock (max):2085 MHzGPU Temp min/max:47 / 76 C° FPS min/avg/max: 68.35 / 99.5 / 122.99 Detailed score info
47;kcostic;AMD Ryzen 9 3900X 12-Core ProcessorEVGA GeForce RTX 3090  (GA102);13294;Created:03 October 2020 (19:22);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3800 MHz;Motherboard:Gigabyte X570 AORUS MASTER;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10751 MHzGPU Core clock (max):2115 MHzGPU Temp min/max:31 / 60 C° FPS min/avg/max: 74.04 / 99.43 / 126.56 Detailed score info
48;Master_Loti TTV;Intel Core i9-9900KASUS GeForce RTX 3090  (GA102);13293;Created:24 October 2020 (21:53);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG STRIX Z390-F GAMING;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10501 MHzGPU Core clock (max):2160 MHzGPU Temp min/max:41 / 77 C° FPS min/avg/max: 72.87 / 99.43 / 119.57 Detailed score info
49;s2000f20meeks;AMD Ryzen 7 3800X 8-Core ProcessorEVGA GeForce RTX 3090  (GA102);13286;Created:18 November 2020 (22:51);CPU Name:AMD Ryzen 7 3800X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3900 MHz;Motherboard:Gigabyte X570 AORUS PRO WIFI;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:40 / 64 C° FPS min/avg/max: 77.25 / 99.38 / 131.21 Detailed score info
50;starwalf;Intel Core i7-7700KNVIDIA GeForce RTX 3090  (GA102);13279;Created:04 October 2020 (00:14);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4201 MHz;Motherboard:ASRock Z270 Taichi;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):9825 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:38 / 58 C° FPS min/avg/max: 75.94 / 99.32 / 117.64 Detailed score info
51;BigGuy;AMD Ryzen 9 3900X 12-Core ProcessorEVGA GeForce RTX 3090  (GA102);13250;Created:31 October 2020 (12:04);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 20175);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):9851 MHzGPU Core clock (max):2040 MHzGPU Temp min/max:55 / 70 C° FPS min/avg/max: 77.44 / 99.11 / 137.96 Detailed score info
52;Pistolwhip;Intel Core i9-7920XEVGA GeForce RTX 3090  (GA102);13233;Created:09 November 2020 (17:11);CPU Name:Intel Core i9-7920X;Physical / Logical CPUs: 12 / 24;CPU Clock (max):2901 MHz;Motherboard:ASUS ROG RAMPAGE VI EXTREME;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10551 MHzGPU Core clock (max):2160 MHzGPU Temp min/max:31 / 71 C° FPS min/avg/max: 71.11 / 98.98 / 126.84 Detailed score info
52;imersaj;Intel Core i9-10900KMSI GeForce RTX 3090  (GA102);13233;Created:10 November 2020 (19:10);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG STRIX Z490-I GAMING;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:MSI;GPU Memory:24576 MBGPU Memory clock (max):9651 MHzGPU Core clock (max):2025 MHzGPU Temp min/max:29 / 58 C° FPS min/avg/max: 77.72 / 98.98 / 115.95 Detailed score info
53;InnovativeMods;Intel Core i9-10900EVGA GeForce RTX 3090  (GA102);13226;Created:20 November 2020 (02:02);CPU Name:Intel Core i9-10900;Physical / Logical CPUs: 10 / 20;CPU Clock (max):2808 MHz;Motherboard:Gigabyte Z490 AORUS XTREME;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10852 MHzGPU Core clock (max):2100 MHzGPU Temp min/max:42 / 70 C° FPS min/avg/max: 76.85 / 98.93 / 134.01 Detailed score info
54;Roquen;Intel Core i9-9900KMSI GeForce RTX 3090  (GA102);13198;Created:07 November 2020 (01:28);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS ULTRA-CF;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:MSI;GPU Memory:24576 MBGPU Memory clock (max):10601 MHzGPU Core clock (max):2010 MHzGPU Temp min/max:49 / 70 C° FPS min/avg/max: 77.31 / 98.72 / 134.99 Detailed score info
55;rainingblood419;Intel Core i9-9900KFASUS GeForce RTX 3090;13197;Created:14 November 2020 (05:07);CPU Name:Intel Core i9-9900KF;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3601 MHz;Motherboard:EVGA Z390 DARK;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090;GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):9924 MHzGPU Core clock (max):2205 MHzGPU Temp min/max:27 / 43 C° FPS min/avg/max: 75.43 / 98.71 / 116.25 Detailed score info
56;Ruffalufagus;Intel Core i9-10980XEGigabyte GeForce RTX 3090  (GA102);13188;Created:31 October 2020 (23:46);CPU Name:Intel Core i9-10980XE;Physical / Logical CPUs: 18 / 36;CPU Clock (max):3000 MHz;Motherboard:N/A N/A;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:Gigabyte;GPU Memory:24576 MBGPU Memory clock (max):10951 MHzGPU Core clock (max):2085 MHzGPU Temp min/max:38 / 50 C° FPS min/avg/max: 76.45 / 98.64 / 133.61 Detailed score info
57;CSpyke;Intel Core i9-10900KASUS GeForce RTX 3090  (GA102);13156;Created:07 November 2020 (13:36);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS XII EXTREME;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):9841 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:39 / 70 C° FPS min/avg/max: 76.85 / 98.4 / 127.09 Detailed score info
58;Pastafazool;Intel Core i9-10850KZOTAC GeForce RTX 3090  (GA102);13144;Created:29 September 2020 (21:01);CPU Name:Intel Core i9-10850K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3600 MHz;Motherboard:MSI MEG Z490 UNIFY (MS-7C71);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ZOTAC;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):1995 MHzGPU Temp min/max:36 / 60 C° FPS min/avg/max: 76.56 / 98.31 / 133 Detailed score info
59;xenoxiluna;AMD Ryzen 9 3950X 16-Core ProcessorNVIDIA GeForce RTX 3090  (GA102);13137;Created:01 November 2020 (00:27);CPU Name:AMD Ryzen 9 3950X 16-Core Processor;Physical / Logical CPUs: 16 / 32;CPU Clock (max):3500 MHz;Motherboard:MSI MPG X570 GAMING PRO CARBON WIFI (MS-7B93);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.09;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):10001 MHzGPU Core clock (max):2040 MHzGPU Temp min/max:50 / 70 C° FPS min/avg/max: 77.05 / 98.26 / 131.85 Detailed score info
60;Señor Hames;AMD Ryzen 7 3800X 8-Core ProcessorNVIDIA GeForce RTX 3090  (GA102);13127;Created:01 October 2020 (05:51);CPU Name:AMD Ryzen 7 3800X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3900 MHz;Motherboard:MSI MEG X570 UNIFY (MS-7C35);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):9871 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:27 / 56 C° FPS min/avg/max: 76.65 / 98.19 / 129.39 Detailed score info
61;fordbazzar3;AMD Ryzen 7 3700X 8-Core ProcessorASUS GeForce RTX 3090;13122;Created:22 October 2020 (07:07);CPU Name:AMD Ryzen 7 3700X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3593 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090;GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10275 MHzGPU Core clock (max):2205 MHzGPU Temp min/max:49 / 63 C° FPS min/avg/max: 75.33 / 98.15 / 133.18 Detailed score info
62;aftermath2006;AMD Ryzen 9 3900X 12-Core ProcessorEVGA GeForce RTX 3090  (GA102);13103;Created:21 October 2020 (11:53);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG STRIX X570-E GAMING;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10852 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:33 / 78 C° FPS min/avg/max: 74.63 / 98.01 / 135.05 Detailed score info
63;nhuynh50;AMD Ryzen 9 3900X 12-Core ProcessorNVIDIA GeForce RTX 3090  (GA102);13083;Created:07 October 2020 (02:12);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3800 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):10551 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:28 / 65 C° FPS min/avg/max: 75.18 / 97.85 / 130.87 Detailed score info
64;Araragi;AMD Ryzen 7 5800X 8-Core ProcessorEVGA GeForce RTX 3090  (GA102);13069;Created:10 November 2020 (21:15);CPU Name:AMD Ryzen 7 5800X 8-Core Processor;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3801 MHz;Motherboard:Gigabyte X570 AORUS ELITE;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):9951 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:35 / 72 C° FPS min/avg/max: 75.06 / 97.75 / 132.35 Detailed score info
65;Maino718;Intel Core i9-9900KASUS GeForce RTX 3090;13042;Created:22 November 2020 (13:58);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS MASTER-CF;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090;GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):1980 MHzGPU Temp min/max:47 / 65 C° FPS min/avg/max: 76.04 / 97.55 / 131.84 Detailed score info
66;Fidi;AMD Ryzen 9 3950X 16-Core ProcessorASUS GeForce RTX 3090  (GA102);13041;Created:05 October 2020 (17:08);CPU Name:AMD Ryzen 9 3950X 16-Core Processor;Physical / Logical CPUs: 16 / 32;CPU Clock (max):3493 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10201 MHzGPU Core clock (max):1995 MHzGPU Temp min/max:31 / 44 C° FPS min/avg/max: 75.43 / 97.54 / 130.43 Detailed score info
67;Erdrickk;AMD Ryzen 9 3900X 12-Core ProcessorASUS GeForce RTX 3090  (GA102);13018;Created:02 October 2020 (18:29);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3793 MHz;Motherboard:ASUS ROG CROSSHAIR VIII HERO (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10151 MHzGPU Core clock (max):2040 MHzGPU Temp min/max:36 / 72 C° FPS min/avg/max: 75.13 / 97.37 / 134.17 Detailed score info
68;Soispeed;Intel Core i7-7700KASUS GeForce RTX 3090;13009;Created:02 October 2020 (20:45);CPU Name:Intel Core i7-7700K;Physical / Logical CPUs: 4 / 8;CPU Clock (max):4200 MHz;Motherboard:ASUS MAXIMUS IX HERO;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090;GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):9851 MHzGPU Core clock (max):2145 MHzGPU Temp min/max:32 / 66 C° FPS min/avg/max: 74.7 / 97.3 / 114.56 Detailed score info
69;SH1988;Intel Core i9-9900KMSI GeForce RTX 3090  (GA102);13003;Created:27 September 2020 (19:25);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG MAXIMUS XI GENE;OS:Windows 10  (build 18363);Graphics API: DirectX ;GPU Driver:456.38;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:MSI;GPU Memory:24576 MBGPU Memory clock (max):10652 MHzGPU Core clock (max):1920 MHzGPU Temp min/max:40 / 67 C° FPS min/avg/max: 76.53 / 97.26 / 113.63 Detailed score info
70;Assimilated Zero;Intel Core i9-9940XASUS GeForce RTX 3080  (GA102);12994;Created:18 November 2020 (22:01);CPU Name:Intel Core i9-9940X;Physical / Logical CPUs: 14 / 28;CPU Clock (max):3312 MHz;Motherboard:ASRock X299 OC Formula;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3080  (GA102);GPU Vendor:ASUS;GPU Memory:10240 MBGPU Memory clock (max):10601 MHzGPU Core clock (max):2205 MHzGPU Temp min/max:17 / 30 C° FPS min/avg/max: 73.72 / 97.19 / 132.9 Detailed score info
71;firesand;Intel Core i9-10980XEGigabyte GeForce RTX 3090  (GA102);12949;Created:25 September 2020 (20:30);CPU Name:Intel Core i9-10980XE;Physical / Logical CPUs: 18 / 36;CPU Clock (max):3001 MHz;Motherboard:ASUS ROG RAMPAGE VI EXTREME ENCORE;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.38;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:Gigabyte;GPU Memory:24576 MBGPU Memory clock (max):10125 MHzGPU Core clock (max):2130 MHzGPU Temp min/max:27 / 61 C° FPS min/avg/max: 61.3 / 96.85 / 128.96 Detailed score info
72;Harib;AMD Ryzen 9 3900X 12-Core ProcessorEVGA GeForce RTX 3090  (GA102);12943;Created:19 November 2020 (00:03);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):3800 MHz;Motherboard:MSI MEG X570 UNIFY (MS-7C35);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):9919 MHzGPU Core clock (max):2190 MHzGPU Temp min/max:43 / 70 C° FPS min/avg/max: 74.91 / 96.81 / 113.7 Detailed score info
73;hanseny0610;AMD Ryzen 9 3900X 12-Core ProcessorNVIDIA GeForce RTX 3090  (GA102);12941;Created:21 November 2020 (06:46);CPU Name:AMD Ryzen 9 3900X 12-Core Processor;Physical / Logical CPUs: 12 / 24;CPU Clock (max):4250 MHz;Motherboard:MSI MEG X570 ACE (MS-7C35);OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:NVIDIA;GPU Memory:24576 MBGPU Memory clock (max):10251 MHzGPU Core clock (max):2070 MHzGPU Temp min/max:50 / 68 C° FPS min/avg/max: 71.39 / 96.8 / 116.67 Detailed score info
74;Yonix360;Intel Core i9-9900KASUS GeForce RTX 3090  (GA102);12935;Created:10 October 2020 (17:30);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS ROG MAXIMUS XI HERO (WI-FI);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10151 MHzGPU Core clock (max):1920 MHzGPU Temp min/max:35 / 68 C° FPS min/avg/max: 75.18 / 96.75 / 127.95 Detailed score info
75;Eric.Knodel;Intel Core i7-8700KEVGA GeForce RTX 3090  (GA102);12928;Created:25 October 2020 (01:20);CPU Name:Intel Core i7-8700K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):3696 MHz;Motherboard:ASUS ROG MAXIMUS X HERO;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):1905 MHzGPU Temp min/max:27 / 73 C° FPS min/avg/max: 74.79 / 96.69 / 135.85 Detailed score info
76;targ;Intel Core i7-9700KMSI GeForce RTX 3090  (GA102);12902;Created:19 November 2020 (18:08);CPU Name:Intel Core i7-9700K;Physical / Logical CPUs: 8 / 8;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS ULTRA-CF;OS:Windows 10  (build 19042);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:MSI;GPU Memory:24576 MBGPU Memory clock (max):10397 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:48 / 69 C° FPS min/avg/max: 74.4 / 96.5 / 112.74 Detailed score info
77;K0obies;Intel Core i9-10900KNVIDIA GeForce RTX 2080 Ti Rev. A  (TU102);12892;Created:04 September 2020 (06:40);CPU Name:Intel Core i9-10900K;Physical / Logical CPUs: 10 / 20;CPU Clock (max):3701 MHz;Motherboard:ASUS ROG MAXIMUS XII APEX;OS:Windows 8.1  (build 9600);Graphics API: DirectX ;GPU Driver:451.67;GPU Name:GeForce RTX 2080 Ti Rev. A  (TU102);GPU Vendor:NVIDIA;GPU Memory:11264 MBGPU Memory clock (max):8549 MHzGPU Core clock (max):2565 MHzGPU Temp min/max:-40 / -40 C° FPS min/avg/max: 73.58 / 96.43 / 134.19 Detailed score info
78;asgiov;AMD Ryzen 9 3950X 16-Core ProcessorZOTAC GeForce RTX 3090  (GA102);12863;Created:06 October 2020 (12:31);CPU Name:AMD Ryzen 9 3950X 16-Core Processor;Physical / Logical CPUs: 16 / 32;CPU Clock (max):3493 MHz;Motherboard:ASUS PRIME X570-PRO;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ZOTAC;GPU Memory:24576 MBGPU Memory clock (max):10951 MHzGPU Core clock (max):1920 MHzGPU Temp min/max:33 / 61 C° FPS min/avg/max: 74.32 / 96.21 / 121.56 Detailed score info
79;GoldenRetroGames;Intel Core i9-9900KASUS GeForce RTX 3090;12831;Created:03 October 2020 (06:38);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:ASUS PRIME Z390-A;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090;GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):10551 MHzGPU Core clock (max):1935 MHzGPU Temp min/max:32 / 63 C° FPS min/avg/max: 74.39 / 95.97 / 127.68 Detailed score info
80;TrissiB;Intel Core i9-9900KASUS GeForce RTX 3090  (GA102);12827;Created:19 October 2020 (19:51);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:Gigabyte Z390 AORUS PRO WIFI-CF;OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.71;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:ASUS;GPU Memory:24576 MBGPU Memory clock (max):9751 MHzGPU Core clock (max):1935 MHzGPU Temp min/max:44 / 70 C° FPS min/avg/max: 74.31 / 95.94 / 131.97 Detailed score info
81;scottswanson66;Intel Core i5-10600KEVGA GeForce RTX 3090  (GA102);12806;Created:15 November 2020 (15:35);CPU Name:Intel Core i5-10600K;Physical / Logical CPUs: 6 / 12;CPU Clock (max):4104 MHz;Motherboard:MSI MEG Z490 UNIFY (MS-7C71);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:457.3;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:EVGA;GPU Memory:24576 MBGPU Memory clock (max):10167 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:41 / 76 C° FPS min/avg/max: 72.49 / 95.78 / 119.6 Detailed score info
82;UMGoBlue007;Intel Core i9-9900KGigabyte GeForce RTX 3090  (GA102);12743;Created:04 October 2020 (12:15);CPU Name:Intel Core i9-9900K;Physical / Logical CPUs: 8 / 16;CPU Clock (max):3600 MHz;Motherboard:MSI MPG Z390 GAMING PRO CARBON AC (MS-7B17);OS:Windows 10  (build 19041);Graphics API: DirectX ;GPU Driver:456.55;GPU Name:GeForce RTX 3090  (GA102);GPU Vendor:Gigabyte;GPU Memory:24576 MBGPU Memory clock (max):10025 MHzGPU Core clock (max):2055 MHzGPU Temp min/max:45 / 69 C° FPS min/avg/max: 74.28 / 95.31 / 128.46 Detailed score info
